CreationID,Interval,SLA,EndTime,Cpu,Core,Ram,BwUp,BwDown
53,45,16,65,a1,16,32768,1000,1000
54,46,17,66,a1,4,16384,1000,1000
55,47,18,67,a1,2,4096,1000,1000
56,48,18,68,a1,4,8192,1000,1000
57,49,18,69,a1,8,16384,1000,1000
58,50,19,70,a1,16,32768,1000,1000
59,50,22,70,a1,4,16384,1000,1000
60,51,19,71,a1,2,4096,1000,1000
61,51,18,71,a1,4,8192,1000,1000
62,51,19,71,a1,8,16384,1000,1000
63,52,23,72,a1,16,32768,1000,1000
64,53,20,73,a1,4,16384,1000,1000
65,54,17,74,a1,2,4096,1000,1000
66,55,19,75,a1,4,8192,1000,1000
67,56,22,76,a1,8,16384,1000,1000
68,57,19,77,a1,16,32768,1000,1000
69,58,17,78,a1,4,16384,1000,1000
70,59,19,79,a1,2,4096,1000,1000
71,60,20,80,a1,4,8192,1000,1000
72,60,14,80,a1,8,16384,1000,1000
73,61,16,81,a1,16,32768,1000,1000
74,62,19,82,a1,4,16384,1000,1000
75,63,22,83,a1,2,4096,1000,1000
76,64,16,84,a1,4,8192,1000,1000
77,65,16,85,a1,8,16384,1000,1000
78,66,24,86,a1,16,32768,1000,1000
79,67,21,87,a1,4,16384,1000,1000
80,68,19,88,a1,2,4096,1000,1000
81,69,20,89,a1,4,8192,1000,1000
82,70,23,90,a1,8,16384,1000,1000
83,71,20,91,a1,16,32768,1000,1000
84,72,18,92,a1,4,16384,1000,1000
85,72,20,92,a1,2,4096,1000,1000
86,73,23,93,a1,4,8192,1000,1000
87,74,15,94,a1,8,16384,1000,1000
88,75,17,95,a1,16,32768,1000,1000
89,76,16,96,a1,4,16384,1000,1000
90,77,22,97,a1,2,4096,1000,1000
91,78,21,98,a1,4,8192,1000,1000
92,79,18,99,a1,8,16384,1000,1000
93,80,25,100,a1,16,32768,1000,1000
94,81,18,101,a1,4,16384,1000,1000
95,82,20,102,a1,2,4096,1000,1000
96,82,18,102,a1,4,8192,1000,1000
97,83,19,103,a1,8,16384,1000,1000
98,84,21,104,a1,16,32768,1000,1000
99,85,20,105,a1,4,16384,1000,1000
100,86,16,106,a1,2,4096,1000,1000
101,87,19,107,a1,4,8192,1000,1000
102,87,27,107,a1,8,16384,1000,1000
103,88,17,108,a1,16,32768,1000,1000
104,88,14,108,a1,4,16384,1000,1000
105,88,22,108,a1,2,4096,1000,1000
106,89,17,109,a1,4,8192,1000,1000
107,90,22,110,a1,8,16384,1000,1000
108,90,22,110,a1,16,32768,1000,1000
109,91,20,111,a1,4,16384,1000,1000
110,92,19,112,a1,2,4096,1000,1000
111,93,28,113,a1,4,8192,1000,1000
112,94,24,114,a1,8,16384,1000,1000
113,95,17,115,a1,16,32768,1000,1000
114,96,20,116,a1,4,16384,1000,1000
115,97,20,117,a1,2,4096,1000,1000
116,98,22,118,a1,4,8192,1000,1000
117,99,20,119,a1,8,16384,1000,1000
118,100,16,120,a1,16,32768,1000,1000
119,101,19,121,a1,4,16384,1000,1000
120,102,21,122,a1,2,4096,1000,1000
121,103,27,123,a1,4,8192,1000,1000
122,104,14,124,a1,8,16384,1000,1000
123,105,16,125,a1,16,32768,1000,1000
124,106,19,126,a1,4,16384,1000,1000
125,107,14,127,a1,2,4096,1000,1000
126,108,14,128,a1,4,8192,1000,1000
127,109,19,129,a1,8,16384,1000,1000
128,110,16,130,a1,16,32768,1000,1000
129,111,20,131,a1,4,16384,1000,1000
130,112,20,132,a1,2,4096,1000,1000
131,112,20,132,a1,4,8192,1000,1000
132,113,25,133,a1,8,16384,1000,1000
133,113,16,133,a1,16,32768,1000,1000
134,114,20,134,a1,4,16384,1000,1000
135,115,20,135,a1,2,4096,1000,1000
136,116,19,136,a1,4,8192,1000,1000
137,117,23,137,a1,8,16384,1000,1000
138,117,20,137,a1,16,32768,1000,1000
139,118,19,138,a1,4,16384,1000,1000
140,119,19,139,a1,2,4096,1000,1000
141,120,18,140,a1,4,8192,1000,1000
142,121,14,141,a1,8,16384,1000,1000
143,122,17,142,a1,16,32768,1000,1000
144,123,18,143,a1,4,16384,1000,1000
145,124,21,144,a1,2,4096,1000,1000
146,125,22,145,a1,4,8192,1000,1000
147,126,18,146,a1,8,16384,1000,1000
148,127,20,147,a1,16,32768,1000,1000
149,128,18,148,a1,4,16384,1000,1000
150,129,18,149,a1,2,4096,1000,1000
151,130,17,150,a1,4,8192,1000,1000
152,131,19,151,a1,8,16384,1000,1000
153,132,18,152,a1,16,32768,1000,1000
154,133,23,153,a1,4,16384,1000,1000
155,133,23,153,a1,2,4096,1000,1000
156,134,20,154,a1,4,8192,1000,1000
157,135,21,155,a1,8,16384,1000,1000
158,136,23,156,a1,16,32768,1000,1000
159,137,15,157,a1,4,16384,1000,1000
160,138,22,158,a1,2,4096,1000,1000
161,139,19,159,a1,4,8192,1000,1000
162,140,20,160,a1,8,16384,1000,1000
163,141,21,161,a1,16,32768,1000,1000
164,142,19,162,a1,4,16384,1000,1000
165,143,23,163,a1,2,4096,1000,1000
166,143,24,163,a1,4,8192,1000,1000
167,144,24,164,a1,8,16384,1000,1000
168,145,22,165,a1,16,32768,1000,1000
169,146,17,166,a1,4,16384,1000,1000
170,147,22,167,a1,2,4096,1000,1000
171,147,24,167,a1,4,8192,1000,1000
172,148,16,168,a1,8,16384,1000,1000
173,149,20,169,a1,16,32768,1000,1000
174,150,20,170,a1,4,16384,1000,1000
175,151,19,171,a1,2,4096,1000,1000
176,152,23,172,a1,4,8192,1000,1000
177,153,18,173,a1,8,16384,1000,1000
178,154,20,174,a1,16,32768,1000,1000
179,155,18,175,a1,4,16384,1000,1000
180,156,18,176,a1,2,4096,1000,1000
181,156,18,176,a1,4,8192,1000,1000
182,157,27,177,a1,8,16384,1000,1000
183,158,20,178,a1,16,32768,1000,1000
184,159,23,179,a1,4,16384,1000,1000
185,160,18,180,a1,2,4096,1000,1000
186,161,23,181,a1,4,8192,1000,1000
187,162,22,182,a1,8,16384,1000,1000
188,163,24,183,a1,16,32768,1000,1000
189,163,18,183,a1,4,16384,1000,1000
190,164,16,184,a1,2,4096,1000,1000
191,165,18,185,a1,4,8192,1000,1000
192,166,18,186,a1,8,16384,1000,1000
193,167,22,187,a1,16,32768,1000,1000
194,168,16,188,a1,4,16384,1000,1000
195,169,20,189,a1,2,4096,1000,1000
196,170,18,190,a1,4,8192,1000,1000
197,171,21,191,a1,8,16384,1000,1000
198,172,19,192,a1,16,32768,1000,1000
199,173,24,193,a1,4,16384,1000,1000
200,174,16,194,a1,2,4096,1000,1000
201,174,20,194,a1,4,8192,1000,1000
202,175,19,195,a1,8,16384,1000,1000
203,176,27,196,a1,16,32768,1000,1000
204,177,19,197,a1,4,16384,1000,1000
205,178,15,198,a1,2,4096,1000,1000
206,178,18,198,a1,4,8192,1000,1000
207,179,19,199,a1,8,16384,1000,1000
208,180,18,200,a1,16,32768,1000,1000
209,181,19,201,a1,4,16384,1000,1000
210,182,22,202,a1,2,4096,1000,1000
211,182,21,202,a1,4,8192,1000,1000
212,183,20,203,a1,8,16384,1000,1000
213,184,22,204,a1,16,32768,1000,1000
214,185,17,205,a1,4,16384,1000,1000
215,186,20,206,a1,2,4096,1000,1000
216,187,19,207,a1,4,8192,1000,1000
217,188,21,208,a1,8,16384,1000,1000
218,189,13,209,a1,16,32768,1000,1000
219,190,25,210,a1,4,16384,1000,1000
220,191,18,211,a1,2,4096,1000,1000
221,192,16,212,a1,4,8192,1000,1000
222,193,21,213,a1,8,16384,1000,1000
223,194,16,214,a1,16,32768,1000,1000
224,195,17,215,a1,4,16384,1000,1000
225,196,18,216,a1,2,4096,1000,1000
226,197,17,217,a1,4,8192,1000,1000
227,197,23,217,a1,8,16384,1000,1000
228,198,21,218,a1,16,32768,1000,1000
229,199,18,219,a1,4,16384,1000,1000
230,200,21,220,a1,2,4096,1000,1000
231,201,20,221,a1,4,8192,1000,1000
232,202,16,222,a1,8,16384,1000,1000
233,203,20,223,a1,16,32768,1000,1000
234,203,23,223,a1,4,16384,1000,1000
235,204,16,224,a1,2,4096,1000,1000
236,205,16,225,a1,4,8192,1000,1000
237,206,21,226,a1,8,16384,1000,1000
238,206,24,226,a1,16,32768,1000,1000
239,207,22,227,a1,4,16384,1000,1000
240,208,20,228,a1,2,4096,1000,1000
241,209,24,229,a1,4,8192,1000,1000
242,210,23,230,a1,8,16384,1000,1000
243,211,21,231,a1,16,32768,1000,1000
244,211,27,231,a1,4,16384,1000,1000
245,211,25,231,a1,2,4096,1000,1000
246,212,16,232,a1,4,8192,1000,1000
247,213,20,233,a1,8,16384,1000,1000
248,214,22,234,a1,16,32768,1000,1000
249,215,11,235,a1,4,16384,1000,1000
250,216,16,236,a1,2,4096,1000,1000
251,217,19,237,a1,4,8192,1000,1000
252,218,22,238,a1,8,16384,1000,1000
253,219,23,239,a1,16,32768,1000,1000
254,220,15,240,a1,4,16384,1000,1000
255,221,23,241,a1,2,4096,1000,1000
256,222,19,242,a1,4,8192,1000,1000
257,223,19,243,a1,8,16384,1000,1000
258,224,23,244,a1,16,32768,1000,1000
259,225,22,245,a1,4,16384,1000,1000
260,225,16,245,a1,2,4096,1000,1000
261,226,19,246,a1,4,8192,1000,1000
262,227,21,247,a1,8,16384,1000,1000
263,228,19,248,a1,16,32768,1000,1000
264,229,13,249,a1,4,16384,1000,1000
265,230,16,250,a1,2,4096,1000,1000
266,231,21,251,a1,4,8192,1000,1000
267,232,15,252,a1,8,16384,1000,1000
268,233,18,253,a1,16,32768,1000,1000
269,234,19,254,a1,4,16384,1000,1000
270,235,21,255,a1,2,4096,1000,1000
271,235,21,255,a1,4,8192,1000,1000
272,236,17,256,a1,8,16384,1000,1000
273,236,21,256,a1,16,32768,1000,1000
274,237,22,257,a1,4,16384,1000,1000
275,238,15,258,a1,2,4096,1000,1000
276,239,21,259,a1,4,8192,1000,1000
277,240,25,260,a1,8,16384,1000,1000
278,240,20,260,a1,16,32768,1000,1000
279,241,22,261,a1,4,16384,1000,1000
280,241,22,261,a1,2,4096,1000,1000
281,242,23,262,a1,4,8192,1000,1000
282,243,20,263,a1,8,16384,1000,1000
283,244,24,264,a1,16,32768,1000,1000
284,245,22,265,a1,4,16384,1000,1000
285,245,20,265,a1,2,4096,1000,1000
286,246,22,266,a1,4,8192,1000,1000
287,247,21,267,a1,8,16384,1000,1000
288,248,23,268,a1,16,32768,1000,1000
289,249,17,269,a1,4,16384,1000,1000
290,250,20,270,a1,2,4096,1000,1000
291,251,13,271,a1,4,8192,1000,1000
292,252,20,272,a1,8,16384,1000,1000
293,253,21,273,a1,16,32768,1000,1000
294,254,24,274,a1,4,16384,1000,1000
295,255,17,275,a1,2,4096,1000,1000
296,256,18,276,a1,4,8192,1000,1000
297,256,23,276,a1,8,16384,1000,1000
298,257,15,277,a1,16,32768,1000,1000
299,258,22,278,a1,4,16384,1000,1000
300,259,21,279,a1,2,4096,1000,1000
301,259,23,279,a1,4,8192,1000,1000
302,260,19,280,a1,8,16384,1000,1000
303,261,20,281,a1,16,32768,1000,1000
304,262,18,282,a1,4,16384,1000,1000
305,263,18,283,a1,2,4096,1000,1000
306,264,23,284,a1,4,8192,1000,1000
307,265,17,285,a1,8,16384,1000,1000
308,265,19,285,a1,16,32768,1000,1000
309,266,23,286,a1,4,16384,1000,1000
310,267,22,287,a1,2,4096,1000,1000
311,268,19,288,a1,4,8192,1000,1000
312,268,18,288,a1,8,16384,1000,1000
313,269,22,289,a1,16,32768,1000,1000
314,269,18,289,a1,4,16384,1000,1000
315,270,19,290,a1,2,4096,1000,1000
316,270,21,290,a1,4,8192,1000,1000
317,271,23,291,a1,8,16384,1000,1000
318,272,17,292,a1,16,32768,1000,1000
319,272,22,292,a1,4,16384,1000,1000
320,273,16,293,a1,2,4096,1000,1000
321,274,17,294,a1,4,8192,1000,1000
322,275,21,295,a1,8,16384,1000,1000
323,276,21,296,a1,16,32768,1000,1000
324,277,23,297,a1,4,16384,1000,1000
325,278,22,298,a1,2,4096,1000,1000
326,279,17,299,a1,4,8192,1000,1000
327,280,20,300,a1,8,16384,1000,1000
328,281,21,301,a1,16,32768,1000,1000
329,281,18,301,a1,4,16384,1000,1000
330,282,19,302,a1,2,4096,1000,1000
331,283,24,303,a1,4,8192,1000,1000
332,284,28,304,a1,8,16384,1000,1000
333,285,17,305,a1,16,32768,1000,1000
334,286,20,306,a1,4,16384,1000,1000
335,287,16,307,a1,2,4096,1000,1000
336,288,20,308,a1,4,8192,1000,1000
337,288,20,308,a1,8,16384,1000,1000
338,289,20,309,a1,16,32768,1000,1000
339,289,20,309,a1,4,16384,1000,1000
340,290,16,310,a1,2,4096,1000,1000
341,291,23,311,a1,4,8192,1000,1000
342,292,16,312,a1,8,16384,1000,1000
343,293,17,313,a1,16,32768,1000,1000
344,294,20,314,a1,4,16384,1000,1000
345,295,20,315,a1,2,4096,1000,1000
346,296,20,316,a1,4,8192,1000,1000
347,297,21,317,a1,8,16384,1000,1000
348,298,25,318,a1,16,32768,1000,1000
349,299,18,319,a1,4,16384,1000,1000
350,300,17,320,a1,2,4096,1000,1000
351,301,22,321,a1,4,8192,1000,1000
352,302,21,322,a1,8,16384,1000,1000
353,303,28,323,a1,16,32768,1000,1000
354,304,21,324,a1,4,16384,1000,1000
355,305,15,325,a1,2,4096,1000,1000
356,306,22,326,a1,4,8192,1000,1000
357,307,20,327,a1,8,16384,1000,1000
358,308,20,328,a1,16,32768,1000,1000
359,309,16,329,a1,4,16384,1000,1000
360,310,20,330,a1,2,4096,1000,1000
361,311,20,331,a1,4,8192,1000,1000
362,312,21,332,a1,8,16384,1000,1000
363,313,21,333,a1,16,32768,1000,1000
364,314,19,334,a1,4,16384,1000,1000
365,314,20,334,a1,2,4096,1000,1000
366,314,17,334,a1,4,8192,1000,1000
367,315,16,335,a1,8,16384,1000,1000
368,316,20,336,a1,16,32768,1000,1000
369,317,15,337,a1,4,16384,1000,1000
370,318,26,338,a1,2,4096,1000,1000
371,319,20,339,a1,4,8192,1000,1000
372,320,24,340,a1,8,16384,1000,1000
373,321,17,341,a1,16,32768,1000,1000
374,321,25,341,a1,4,16384,1000,1000
375,321,21,341,a1,2,4096,1000,1000
376,322,15,342,a1,4,8192,1000,1000
377,323,23,343,a1,8,16384,1000,1000
378,324,19,344,a1,16,32768,1000,1000
379,325,25,345,a1,4,16384,1000,1000
380,326,12,346,a1,2,4096,1000,1000
381,327,22,347,a1,4,8192,1000,1000
382,328,20,348,a1,8,16384,1000,1000
383,329,25,349,a1,16,32768,1000,1000
384,330,21,350,a1,4,16384,1000,1000
385,331,20,351,a1,2,4096,1000,1000
386,332,20,352,a1,4,8192,1000,1000
387,333,22,353,a1,8,16384,1000,1000
388,334,22,354,a1,16,32768,1000,1000
389,335,21,355,a1,4,16384,1000,1000
390,336,22,356,a1,2,4096,1000,1000
391,337,20,357,a1,4,8192,1000,1000
392,338,14,358,a1,8,16384,1000,1000
393,339,22,359,a1,16,32768,1000,1000
394,340,19,360,a1,4,16384,1000,1000
395,341,15,361,a1,2,4096,1000,1000
396,342,18,362,a1,4,8192,1000,1000
397,343,20,363,a1,8,16384,1000,1000
398,344,21,364,a1,16,32768,1000,1000
399,345,21,365,a1,4,16384,1000,1000
400,346,16,366,a1,2,4096,1000,1000
401,347,23,367,a1,4,8192,1000,1000
402,347,15,367,a1,8,16384,1000,1000
403,348,15,368,a1,16,32768,1000,1000
404,349,24,369,a1,4,16384,1000,1000
405,350,20,370,a1,2,4096,1000,1000
406,351,24,371,a1,4,8192,1000,1000
407,352,22,372,a1,8,16384,1000,1000
408,353,21,373,a1,16,32768,1000,1000
409,354,24,374,a1,4,16384,1000,1000
410,354,23,374,a1,2,4096,1000,1000
411,355,22,375,a1,4,8192,1000,1000
412,356,19,376,a1,8,16384,1000,1000
413,356,16,376,a1,16,32768,1000,1000
414,357,18,377,a1,4,16384,1000,1000
415,358,21,378,a1,2,4096,1000,1000
416,359,25,379,a1,4,8192,1000,1000
417,360,20,380,a1,8,16384,1000,1000
418,361,13,381,a1,16,32768,1000,1000
419,362,16,382,a1,4,16384,1000,1000
420,363,28,383,a1,2,4096,1000,1000
421,363,19,383,a1,4,8192,1000,1000
422,364,21,384,a1,8,16384,1000,1000
423,365,19,385,a1,16,32768,1000,1000
424,366,27,386,a1,4,16384,1000,1000
425,367,16,387,a1,2,4096,1000,1000
426,367,19,387,a1,4,8192,1000,1000
427,367,24,387,a1,8,16384,1000,1000
428,368,20,388,a1,16,32768,1000,1000
429,369,26,389,a1,4,16384,1000,1000
430,370,19,390,a1,2,4096,1000,1000
431,370,18,390,a1,4,8192,1000,1000
432,371,16,391,a1,8,16384,1000,1000
433,372,20,392,a1,16,32768,1000,1000
434,373,16,393,a1,4,16384,1000,1000
435,374,20,394,a1,2,4096,1000,1000
436,375,19,395,a1,4,8192,1000,1000
437,376,22,396,a1,8,16384,1000,1000
438,376,22,396,a1,16,32768,1000,1000
439,377,24,397,a1,4,16384,1000,1000
440,377,19,397,a1,2,4096,1000,1000
441,378,18,398,a1,4,8192,1000,1000
442,378,20,398,a1,8,16384,1000,1000
443,379,20,399,a1,16,32768,1000,1000
444,380,18,400,a1,4,16384,1000,1000
445,381,19,401,a1,2,4096,1000,1000
446,382,21,402,a1,4,8192,1000,1000
447,383,20,403,a1,8,16384,1000,1000
448,384,20,404,a1,16,32768,1000,1000
449,384,19,404,a1,4,16384,1000,1000
450,385,25,405,a1,2,4096,1000,1000
451,386,19,406,a1,4,8192,1000,1000
452,387,17,407,a1,8,16384,1000,1000
453,388,18,408,a1,16,32768,1000,1000
454,389,21,409,a1,4,16384,1000,1000
455,390,19,410,a1,2,4096,1000,1000
456,391,17,411,a1,4,8192,1000,1000
457,392,22,412,a1,8,16384,1000,1000
458,393,23,413,a1,16,32768,1000,1000
459,394,19,414,a1,4,16384,1000,1000
460,395,17,415,a1,2,4096,1000,1000
461,396,19,416,a1,4,8192,1000,1000
462,397,20,417,a1,8,16384,1000,1000
463,398,18,418,a1,16,32768,1000,1000
464,399,17,419,a1,4,16384,1000,1000
465,400,19,420,a1,2,4096,1000,1000
466,401,22,421,a1,4,8192,1000,1000
467,402,17,422,a1,8,16384,1000,1000
468,403,22,423,a1,16,32768,1000,1000
469,404,10,424,a1,4,16384,1000,1000
470,405,26,425,a1,2,4096,1000,1000
471,406,17,426,a1,4,8192,1000,1000
472,407,18,427,a1,8,16384,1000,1000
473,407,21,427,a1,16,32768,1000,1000
474,407,17,427,a1,4,16384,1000,1000
475,408,17,428,a1,2,4096,1000,1000
476,408,13,428,a1,4,8192,1000,1000
477,409,16,429,a1,8,16384,1000,1000
478,409,11,429,a1,16,32768,1000,1000
479,410,17,430,a1,4,16384,1000,1000
480,411,21,431,a1,2,4096,1000,1000
481,412,21,432,a1,4,8192,1000,1000
482,413,20,433,a1,8,16384,1000,1000
483,414,18,434,a1,16,32768,1000,1000
484,414,20,434,a1,4,16384,1000,1000
485,414,25,434,a1,2,4096,1000,1000
486,415,16,435,a1,4,8192,1000,1000
487,416,16,436,a1,8,16384,1000,1000
488,417,25,437,a1,16,32768,1000,1000
489,418,17,438,a1,4,16384,1000,1000
490,419,17,439,a1,2,4096,1000,1000
491,420,18,440,a1,4,8192,1000,1000
492,421,22,441,a1,8,16384,1000,1000
493,422,18,442,a1,16,32768,1000,1000
494,423,21,443,a1,4,16384,1000,1000
495,424,18,444,a1,2,4096,1000,1000
496,425,27,445,a1,4,8192,1000,1000
497,426,22,446,a1,8,16384,1000,1000
498,427,15,447,a1,16,32768,1000,1000
499,428,22,448,a1,4,16384,1000,1000
500,428,17,448,a1,2,4096,1000,1000
501,429,15,449,a1,4,8192,1000,1000
502,430,23,450,a1,8,16384,1000,1000
503,430,20,450,a1,16,32768,1000,1000
504,431,19,451,a1,4,16384,1000,1000
505,431,17,451,a1,2,4096,1000,1000
506,432,21,452,a1,4,8192,1000,1000
507,433,22,453,a1,8,16384,1000,1000
508,434,21,454,a1,16,32768,1000,1000
509,435,22,455,a1,4,16384,1000,1000
510,435,19,455,a1,2,4096,1000,1000
511,436,20,456,a1,4,8192,1000,1000
512,437,15,457,a1,8,16384,1000,1000
513,438,16,458,a1,16,32768,1000,1000
514,439,22,459,a1,4,16384,1000,1000
515,439,16,459,a1,2,4096,1000,1000
516,440,15,460,a1,4,8192,1000,1000
517,440,16,460,a1,8,16384,1000,1000
518,441,24,461,a1,16,32768,1000,1000
519,442,18,462,a1,4,16384,1000,1000
520,443,14,463,a1,2,4096,1000,1000
521,444,22,464,a1,4,8192,1000,1000
522,445,25,465,a1,8,16384,1000,1000
523,446,22,466,a1,16,32768,1000,1000
524,447,21,467,a1,4,16384,1000,1000
525,448,16,468,a1,2,4096,1000,1000
526,449,17,469,a1,4,8192,1000,1000
527,450,20,470,a1,8,16384,1000,1000
528,450,17,470,a1,16,32768,1000,1000
529,451,15,471,a1,4,16384,1000,1000
530,452,18,472,a1,2,4096,1000,1000
531,453,16,473,a1,4,8192,1000,1000
532,454,20,474,a1,8,16384,1000,1000
533,454,22,474,a1,16,32768,1000,1000
534,455,23,475,a1,4,16384,1000,1000
535,455,25,475,a1,2,4096,1000,1000
536,456,22,476,a1,4,8192,1000,1000
537,456,22,476,a1,8,16384,1000,1000
538,457,14,477,a1,16,32768,1000,1000
539,458,22,478,a1,4,16384,1000,1000
540,459,22,479,a1,2,4096,1000,1000
541,459,15,479,a1,4,8192,1000,1000
542,460,18,480,a1,8,16384,1000,1000
543,461,16,481,a1,16,32768,1000,1000
544,462,16,482,a1,4,16384,1000,1000
545,463,17,483,a1,2,4096,1000,1000
546,464,24,484,a1,4,8192,1000,1000
547,465,20,485,a1,8,16384,1000,1000
548,466,15,486,a1,16,32768,1000,1000
549,466,16,486,a1,4,16384,1000,1000
550,467,18,487,a1,2,4096,1000,1000
551,468,18,488,a1,4,8192,1000,1000
552,469,16,489,a1,8,16384,1000,1000
553,470,20,490,a1,16,32768,1000,1000
554,471,19,491,a1,4,16384,1000,1000
555,472,15,492,a1,2,4096,1000,1000
556,473,23,493,a1,4,8192,1000,1000
557,473,22,493,a1,8,16384,1000,1000
558,473,22,493,a1,16,32768,1000,1000
559,473,15,493,a1,4,16384,1000,1000
560,474,18,494,a1,2,4096,1000,1000
561,475,19,495,a1,4,8192,1000,1000
562,476,19,496,a1,8,16384,1000,1000
563,477,20,497,a1,16,32768,1000,1000
564,478,25,498,a1,4,16384,1000,1000
565,479,19,499,a1,2,4096,1000,1000
566,480,18,500,a1,4,8192,1000,1000
567,481,15,501,a1,8,16384,1000,1000
568,482,18,502,a1,16,32768,1000,1000
569,483,20,503,a1,4,16384,1000,1000
570,484,20,504,a1,2,4096,1000,1000
571,484,14,504,a1,4,8192,1000,1000
572,485,16,505,a1,8,16384,1000,1000
573,486,15,506,a1,16,32768,1000,1000
574,487,16,507,a1,4,16384,1000,1000
575,488,20,508,a1,2,4096,1000,1000
576,488,18,508,a1,4,8192,1000,1000
577,489,21,509,a1,8,16384,1000,1000
578,490,19,510,a1,16,32768,1000,1000
579,491,19,511,a1,4,16384,1000,1000
580,491,21,511,a1,2,4096,1000,1000
581,492,20,512,a1,4,8192,1000,1000
582,493,20,513,a1,8,16384,1000,1000
583,494,13,514,a1,16,32768,1000,1000
584,495,20,515,a1,4,16384,1000,1000
585,496,16,516,a1,2,4096,1000,1000
586,497,20,517,a1,4,8192,1000,1000
587,498,17,518,a1,8,16384,1000,1000
588,499,19,519,a1,16,32768,1000,1000
589,500,18,520,a1,4,16384,1000,1000
590,501,16,521,a1,2,4096,1000,1000
591,502,24,522,a1,4,8192,1000,1000
592,502,17,522,a1,8,16384,1000,1000
593,503,19,523,a1,16,32768,1000,1000
594,504,23,524,a1,4,16384,1000,1000
595,504,18,524,a1,2,4096,1000,1000
596,505,18,525,a1,4,8192,1000,1000
597,506,17,526,a1,8,16384,1000,1000
598,507,20,527,a1,16,32768,1000,1000
599,508,29,528,a1,4,16384,1000,1000
600,509,17,529,a1,2,4096,1000,1000
601,510,17,530,a1,4,8192,1000,1000
602,511,17,531,a1,8,16384,1000,1000
603,512,19,532,a1,16,32768,1000,1000
604,513,21,533,a1,4,16384,1000,1000
605,514,21,534,a1,2,4096,1000,1000
606,514,20,534,a1,4,8192,1000,1000
607,515,18,535,a1,8,16384,1000,1000
608,516,17,536,a1,16,32768,1000,1000
609,517,19,537,a1,4,16384,1000,1000
610,517,19,537,a1,2,4096,1000,1000
611,518,19,538,a1,4,8192,1000,1000
612,519,12,539,a1,8,16384,1000,1000
613,520,21,540,a1,16,32768,1000,1000
614,521,23,541,a1,4,16384,1000,1000
615,522,19,542,a1,2,4096,1000,1000
616,522,19,542,a1,4,8192,1000,1000
617,523,16,543,a1,8,16384,1000,1000
618,523,20,543,a1,16,32768,1000,1000
619,524,23,544,a1,4,16384,1000,1000
620,525,17,545,a1,2,4096,1000,1000
621,526,18,546,a1,4,8192,1000,1000
622,527,22,547,a1,8,16384,1000,1000
623,528,15,548,a1,16,32768,1000,1000
624,529,15,549,a1,4,16384,1000,1000
625,530,20,550,a1,2,4096,1000,1000
626,531,24,551,a1,4,8192,1000,1000
627,531,22,551,a1,8,16384,1000,1000
628,532,19,552,a1,16,32768,1000,1000
629,533,27,553,a1,4,16384,1000,1000
630,534,21,554,a1,2,4096,1000,1000
631,534,14,554,a1,4,8192,1000,1000
