CreationID,Interval,SLA,EndTime,Cpu,Core,Ram,BwUp,BwDown
51,10,11,30,a1,4,8192,1000,1000
52,10,22,30,a1,8,16384,1000,1000
53,10,20,30,a1,16,32768,1000,1000
54,10,22,30,a1,4,16384,1000,1000
55,10,20,30,a1,2,4096,1000,1000
56,10,19,30,a1,4,8192,1000,1000
57,10,19,30,a1,8,16384,1000,1000
58,10,20,30,a1,16,32768,1000,1000
59,10,19,30,a1,4,16384,1000,1000
60,10,24,30,a1,2,4096,1000,1000
61,11,18,31,a1,4,8192,1000,1000
62,12,21,32,a1,8,16384,1000,1000
63,13,17,33,a1,16,32768,1000,1000
64,14,23,34,a1,4,16384,1000,1000
65,14,21,34,a1,2,4096,1000,1000
66,14,17,34,a1,4,8192,1000,1000
67,14,18,34,a1,8,16384,1000,1000
68,14,17,34,a1,16,32768,1000,1000
69,14,18,34,a1,4,16384,1000,1000
70,14,13,34,a1,2,4096,1000,1000
71,14,20,34,a1,4,8192,1000,1000
72,14,22,34,a1,8,16384,1000,1000
73,15,17,35,a1,16,32768,1000,1000
74,16,17,36,a1,4,16384,1000,1000
75,17,20,37,a1,2,4096,1000,1000
76,17,16,37,a1,4,8192,1000,1000
77,17,19,37,a1,8,16384,1000,1000
78,17,20,37,a1,16,32768,1000,1000
79,17,21,37,a1,4,16384,1000,1000
80,17,19,37,a1,2,4096,1000,1000
81,17,16,37,a1,4,8192,1000,1000
82,17,20,37,a1,8,16384,1000,1000
83,17,24,37,a1,16,32768,1000,1000
84,17,18,37,a1,4,16384,1000,1000
85,17,22,37,a1,2,4096,1000,1000
86,17,18,37,a1,4,8192,1000,1000
87,17,14,37,a1,8,16384,1000,1000
88,17,21,37,a1,16,32768,1000,1000
89,17,26,37,a1,4,16384,1000,1000
90,17,24,37,a1,2,4096,1000,1000
91,17,22,37,a1,4,8192,1000,1000
92,17,22,37,a1,8,16384,1000,1000
93,17,16,37,a1,16,32768,1000,1000
94,17,21,37,a1,4,16384,1000,1000
95,18,17,38,a1,2,4096,1000,1000
96,18,21,38,a1,4,8192,1000,1000
97,18,16,38,a1,8,16384,1000,1000
98,18,18,38,a1,16,32768,1000,1000
99,19,17,39,a1,4,16384,1000,1000
100,19,20,39,a1,2,4096,1000,1000
101,19,20,39,a1,4,8192,1000,1000
102,19,22,39,a1,8,16384,1000,1000
103,19,22,39,a1,16,32768,1000,1000
104,19,21,39,a1,4,16384,1000,1000
105,19,18,39,a1,2,4096,1000,1000
106,19,17,39,a1,4,8192,1000,1000
107,20,22,40,a1,8,16384,1000,1000
108,20,22,40,a1,16,32768,1000,1000
109,20,22,40,a1,4,16384,1000,1000
110,21,22,41,a1,2,4096,1000,1000
111,22,18,42,a1,4,8192,1000,1000
112,22,16,42,a1,8,16384,1000,1000
113,22,22,42,a1,16,32768,1000,1000
114,22,23,42,a1,4,16384,1000,1000
115,22,19,42,a1,2,4096,1000,1000
116,22,15,42,a1,4,8192,1000,1000
117,23,15,43,a1,8,16384,1000,1000
118,24,21,44,a1,16,32768,1000,1000
119,25,16,45,a1,4,16384,1000,1000
120,25,22,45,a1,2,4096,1000,1000
121,25,16,45,a1,4,8192,1000,1000
122,25,20,45,a1,8,16384,1000,1000
123,25,21,45,a1,16,32768,1000,1000
124,25,15,45,a1,4,16384,1000,1000
125,25,18,45,a1,2,4096,1000,1000
126,25,20,45,a1,4,8192,1000,1000
127,25,18,45,a1,8,16384,1000,1000
128,25,20,45,a1,16,32768,1000,1000
129,25,23,45,a1,4,16384,1000,1000
130,26,19,46,a1,2,4096,1000,1000
131,26,22,46,a1,4,8192,1000,1000
132,26,25,46,a1,8,16384,1000,1000
133,26,18,46,a1,16,32768,1000,1000
134,26,22,46,a1,4,16384,1000,1000
135,26,14,46,a1,2,4096,1000,1000
136,26,20,46,a1,4,8192,1000,1000
137,26,26,46,a1,8,16384,1000,1000
138,26,18,46,a1,16,32768,1000,1000
139,26,20,46,a1,4,16384,1000,1000
140,26,22,46,a1,2,4096,1000,1000
141,26,19,46,a1,4,8192,1000,1000
142,26,23,46,a1,8,16384,1000,1000
143,26,18,46,a1,16,32768,1000,1000
144,27,22,47,a1,4,16384,1000,1000
145,27,23,47,a1,2,4096,1000,1000
146,27,20,47,a1,4,8192,1000,1000
147,27,20,47,a1,8,16384,1000,1000
148,27,19,47,a1,16,32768,1000,1000
149,27,16,47,a1,4,16384,1000,1000
150,27,13,47,a1,2,4096,1000,1000
151,27,20,47,a1,4,8192,1000,1000
152,27,18,47,a1,8,16384,1000,1000
153,27,18,47,a1,16,32768,1000,1000
154,27,20,47,a1,4,16384,1000,1000
155,28,20,48,a1,2,4096,1000,1000
156,29,17,49,a1,4,8192,1000,1000
157,30,15,50,a1,8,16384,1000,1000
158,30,19,50,a1,16,32768,1000,1000
159,30,17,50,a1,4,16384,1000,1000
160,30,24,50,a1,2,4096,1000,1000
161,30,20,50,a1,4,8192,1000,1000
162,30,16,50,a1,8,16384,1000,1000
163,30,24,50,a1,16,32768,1000,1000
164,30,20,50,a1,4,16384,1000,1000
165,30,23,50,a1,2,4096,1000,1000
166,30,26,50,a1,4,8192,1000,1000
167,30,17,50,a1,8,16384,1000,1000
168,31,24,51,a1,16,32768,1000,1000
169,32,15,52,a1,4,16384,1000,1000
170,32,19,52,a1,2,4096,1000,1000
171,32,19,52,a1,4,8192,1000,1000
172,33,19,53,a1,8,16384,1000,1000
173,33,23,53,a1,16,32768,1000,1000
174,33,19,53,a1,4,16384,1000,1000
175,33,25,53,a1,2,4096,1000,1000
176,33,18,53,a1,4,8192,1000,1000
177,33,21,53,a1,8,16384,1000,1000
178,33,26,53,a1,16,32768,1000,1000
179,33,17,53,a1,4,16384,1000,1000
180,33,22,53,a1,2,4096,1000,1000
181,33,22,53,a1,4,8192,1000,1000
182,34,18,54,a1,8,16384,1000,1000
183,35,22,55,a1,16,32768,1000,1000
184,35,20,55,a1,4,16384,1000,1000
185,35,12,55,a1,2,4096,1000,1000
186,35,18,55,a1,4,8192,1000,1000
187,35,22,55,a1,8,16384,1000,1000
188,35,21,55,a1,16,32768,1000,1000
189,35,19,55,a1,4,16384,1000,1000
190,35,23,55,a1,2,4096,1000,1000
191,35,14,55,a1,4,8192,1000,1000
192,36,18,56,a1,8,16384,1000,1000
193,36,18,56,a1,16,32768,1000,1000
194,37,21,57,a1,4,16384,1000,1000
195,38,20,58,a1,2,4096,1000,1000
196,39,21,59,a1,4,8192,1000,1000
197,40,17,60,a1,8,16384,1000,1000
198,40,16,60,a1,16,32768,1000,1000
199,40,24,60,a1,4,16384,1000,1000
200,40,24,60,a1,2,4096,1000,1000
201,40,22,60,a1,4,8192,1000,1000
202,40,21,60,a1,8,16384,1000,1000
203,41,21,61,a1,16,32768,1000,1000
204,42,18,62,a1,4,16384,1000,1000
205,43,19,63,a1,2,4096,1000,1000
206,44,24,64,a1,4,8192,1000,1000
207,44,20,64,a1,8,16384,1000,1000
208,44,17,64,a1,16,32768,1000,1000
209,44,22,64,a1,4,16384,1000,1000
210,44,16,64,a1,2,4096,1000,1000
211,44,18,64,a1,4,8192,1000,1000
212,45,18,65,a1,8,16384,1000,1000
213,45,21,65,a1,16,32768,1000,1000
214,45,22,65,a1,4,16384,1000,1000
215,45,22,65,a1,2,4096,1000,1000
216,45,18,65,a1,4,8192,1000,1000
217,45,20,65,a1,8,16384,1000,1000
218,45,23,65,a1,16,32768,1000,1000
219,45,23,65,a1,4,16384,1000,1000
220,45,18,65,a1,2,4096,1000,1000
221,46,23,66,a1,4,8192,1000,1000
222,47,21,67,a1,8,16384,1000,1000
223,48,19,68,a1,16,32768,1000,1000
224,49,21,69,a1,4,16384,1000,1000
225,50,17,70,a1,2,4096,1000,1000
226,51,19,71,a1,4,8192,1000,1000
227,52,18,72,a1,8,16384,1000,1000
228,53,18,73,a1,16,32768,1000,1000
229,53,20,73,a1,4,16384,1000,1000
230,53,14,73,a1,2,4096,1000,1000
231,53,17,73,a1,4,8192,1000,1000
232,53,19,73,a1,8,16384,1000,1000
233,53,26,73,a1,16,32768,1000,1000
234,54,21,74,a1,4,16384,1000,1000
235,54,14,74,a1,2,4096,1000,1000
236,54,22,74,a1,4,8192,1000,1000
237,54,20,74,a1,8,16384,1000,1000
238,54,18,74,a1,16,32768,1000,1000
239,54,17,74,a1,4,16384,1000,1000
240,54,15,74,a1,2,4096,1000,1000
241,55,18,75,a1,4,8192,1000,1000
242,56,22,76,a1,8,16384,1000,1000
243,57,22,77,a1,16,32768,1000,1000
244,57,20,77,a1,4,16384,1000,1000
245,57,18,77,a1,2,4096,1000,1000
246,57,23,77,a1,4,8192,1000,1000
247,57,19,77,a1,8,16384,1000,1000
248,57,19,77,a1,16,32768,1000,1000
249,58,16,78,a1,4,16384,1000,1000
250,59,17,79,a1,2,4096,1000,1000
251,59,21,79,a1,4,8192,1000,1000
252,59,17,79,a1,8,16384,1000,1000
253,60,14,80,a1,16,32768,1000,1000
254,61,18,81,a1,4,16384,1000,1000
255,62,22,82,a1,2,4096,1000,1000
256,63,24,83,a1,4,8192,1000,1000
257,64,19,84,a1,8,16384,1000,1000
258,64,15,84,a1,16,32768,1000,1000
259,65,18,85,a1,4,16384,1000,1000
260,66,18,86,a1,2,4096,1000,1000
261,66,16,86,a1,4,8192,1000,1000
262,66,19,86,a1,8,16384,1000,1000
263,67,18,87,a1,16,32768,1000,1000
264,68,20,88,a1,4,16384,1000,1000
265,69,17,89,a1,2,4096,1000,1000
266,69,26,89,a1,4,8192,1000,1000
267,69,21,89,a1,8,16384,1000,1000
268,69,19,89,a1,16,32768,1000,1000
269,69,19,89,a1,4,16384,1000,1000
270,69,19,89,a1,2,4096,1000,1000
271,69,19,89,a1,4,8192,1000,1000
272,69,17,89,a1,8,16384,1000,1000
273,69,16,89,a1,16,32768,1000,1000
274,70,21,90,a1,4,16384,1000,1000
275,71,28,91,a1,2,4096,1000,1000
276,72,18,92,a1,4,8192,1000,1000
277,73,22,93,a1,8,16384,1000,1000
278,74,24,94,a1,16,32768,1000,1000
279,75,18,95,a1,4,16384,1000,1000
280,75,19,95,a1,2,4096,1000,1000
281,75,22,95,a1,4,8192,1000,1000
282,75,19,95,a1,8,16384,1000,1000
283,75,20,95,a1,16,32768,1000,1000
284,76,24,96,a1,4,16384,1000,1000
285,76,20,96,a1,2,4096,1000,1000
286,76,17,96,a1,4,8192,1000,1000
287,77,16,97,a1,8,16384,1000,1000
288,77,18,97,a1,16,32768,1000,1000
289,77,18,97,a1,4,16384,1000,1000
290,77,21,97,a1,2,4096,1000,1000
291,77,18,97,a1,4,8192,1000,1000
292,77,16,97,a1,8,16384,1000,1000
293,77,17,97,a1,16,32768,1000,1000
294,77,25,97,a1,4,16384,1000,1000
295,77,16,97,a1,2,4096,1000,1000
296,77,23,97,a1,4,8192,1000,1000
297,78,19,98,a1,8,16384,1000,1000
298,78,24,98,a1,16,32768,1000,1000
299,78,21,98,a1,4,16384,1000,1000
300,78,20,98,a1,2,4096,1000,1000
301,78,16,98,a1,4,8192,1000,1000
302,78,12,98,a1,8,16384,1000,1000
303,78,23,98,a1,16,32768,1000,1000
304,78,21,98,a1,4,16384,1000,1000
305,78,13,98,a1,2,4096,1000,1000
306,79,20,99,a1,4,8192,1000,1000
307,80,23,100,a1,8,16384,1000,1000
308,81,18,101,a1,16,32768,1000,1000
309,82,18,102,a1,4,16384,1000,1000
310,83,20,103,a1,2,4096,1000,1000
311,83,20,103,a1,4,8192,1000,1000
312,83,18,103,a1,8,16384,1000,1000
313,83,18,103,a1,16,32768,1000,1000
314,83,24,103,a1,4,16384,1000,1000
315,83,23,103,a1,2,4096,1000,1000
316,83,19,103,a1,4,8192,1000,1000
317,84,21,104,a1,8,16384,1000,1000
318,85,23,105,a1,16,32768,1000,1000
319,86,22,106,a1,4,16384,1000,1000
320,86,21,106,a1,2,4096,1000,1000
321,86,18,106,a1,4,8192,1000,1000
322,86,20,106,a1,8,16384,1000,1000
323,86,21,106,a1,16,32768,1000,1000
324,86,25,106,a1,4,16384,1000,1000
325,86,19,106,a1,2,4096,1000,1000
326,87,24,107,a1,4,8192,1000,1000
327,88,23,108,a1,8,16384,1000,1000
328,89,14,109,a1,16,32768,1000,1000
329,89,20,109,a1,4,16384,1000,1000
330,89,18,109,a1,2,4096,1000,1000
331,90,19,110,a1,4,8192,1000,1000
332,91,15,111,a1,8,16384,1000,1000
333,91,21,111,a1,16,32768,1000,1000
334,91,14,111,a1,4,16384,1000,1000
335,91,17,111,a1,2,4096,1000,1000
336,91,18,111,a1,4,8192,1000,1000
337,91,16,111,a1,8,16384,1000,1000
338,91,21,111,a1,16,32768,1000,1000
339,91,21,111,a1,4,16384,1000,1000
340,91,17,111,a1,2,4096,1000,1000
341,91,22,111,a1,4,8192,1000,1000
342,91,22,111,a1,8,16384,1000,1000
343,91,21,111,a1,16,32768,1000,1000
344,91,18,111,a1,4,16384,1000,1000
345,91,19,111,a1,2,4096,1000,1000
346,91,24,111,a1,4,8192,1000,1000
347,91,14,111,a1,8,16384,1000,1000
348,91,16,111,a1,16,32768,1000,1000
349,91,20,111,a1,4,16384,1000,1000
350,91,20,111,a1,2,4096,1000,1000
351,92,21,112,a1,4,8192,1000,1000
352,93,20,113,a1,8,16384,1000,1000
353,94,20,114,a1,16,32768,1000,1000
354,95,18,115,a1,4,16384,1000,1000
355,95,16,115,a1,2,4096,1000,1000
356,95,20,115,a1,4,8192,1000,1000
357,95,21,115,a1,8,16384,1000,1000
358,96,20,116,a1,16,32768,1000,1000
359,96,23,116,a1,4,16384,1000,1000
360,96,19,116,a1,2,4096,1000,1000
361,96,15,116,a1,4,8192,1000,1000
362,97,19,117,a1,8,16384,1000,1000
363,98,17,118,a1,16,32768,1000,1000
364,98,19,118,a1,4,16384,1000,1000
365,98,25,118,a1,2,4096,1000,1000
366,98,23,118,a1,4,8192,1000,1000
367,98,19,118,a1,8,16384,1000,1000
368,98,19,118,a1,16,32768,1000,1000
369,98,21,118,a1,4,16384,1000,1000
370,98,19,118,a1,2,4096,1000,1000
371,98,22,118,a1,4,8192,1000,1000
372,98,18,118,a1,8,16384,1000,1000
373,98,19,118,a1,16,32768,1000,1000
374,98,20,118,a1,4,16384,1000,1000
375,98,20,118,a1,2,4096,1000,1000
376,98,22,118,a1,4,8192,1000,1000
377,98,21,118,a1,8,16384,1000,1000
378,99,16,119,a1,16,32768,1000,1000
379,100,15,120,a1,4,16384,1000,1000
380,100,15,120,a1,2,4096,1000,1000
381,100,20,120,a1,4,8192,1000,1000
382,100,24,120,a1,8,16384,1000,1000
383,101,20,121,a1,16,32768,1000,1000
384,102,18,122,a1,4,16384,1000,1000
385,103,25,123,a1,2,4096,1000,1000
386,104,17,124,a1,4,8192,1000,1000
387,104,19,124,a1,8,16384,1000,1000
388,104,23,124,a1,16,32768,1000,1000
389,105,18,125,a1,4,16384,1000,1000
390,105,12,125,a1,2,4096,1000,1000
391,105,24,125,a1,4,8192,1000,1000
392,105,22,125,a1,8,16384,1000,1000
393,105,22,125,a1,16,32768,1000,1000
394,105,18,125,a1,4,16384,1000,1000
395,105,20,125,a1,2,4096,1000,1000
396,105,16,125,a1,4,8192,1000,1000
397,105,20,125,a1,8,16384,1000,1000
398,105,19,125,a1,16,32768,1000,1000
399,105,16,125,a1,4,16384,1000,1000
400,106,21,126,a1,2,4096,1000,1000
401,107,25,127,a1,4,8192,1000,1000
402,108,26,128,a1,8,16384,1000,1000
403,109,18,129,a1,16,32768,1000,1000
404,110,18,130,a1,4,16384,1000,1000
405,111,18,131,a1,2,4096,1000,1000
406,111,18,131,a1,4,8192,1000,1000
407,111,26,131,a1,8,16384,1000,1000
408,111,24,131,a1,16,32768,1000,1000
409,111,14,131,a1,4,16384,1000,1000
410,111,25,131,a1,2,4096,1000,1000
411,111,19,131,a1,4,8192,1000,1000
412,112,17,132,a1,8,16384,1000,1000
413,113,18,133,a1,16,32768,1000,1000
414,114,16,134,a1,4,16384,1000,1000
415,114,22,134,a1,2,4096,1000,1000
416,114,21,134,a1,4,8192,1000,1000
417,114,21,134,a1,8,16384,1000,1000
418,114,21,134,a1,16,32768,1000,1000
419,114,20,134,a1,4,16384,1000,1000
420,114,15,134,a1,2,4096,1000,1000
421,114,21,134,a1,4,8192,1000,1000
422,114,21,134,a1,8,16384,1000,1000
423,114,20,134,a1,16,32768,1000,1000
424,114,24,134,a1,4,16384,1000,1000
425,115,17,135,a1,2,4096,1000,1000
426,115,16,135,a1,4,8192,1000,1000
427,115,19,135,a1,8,16384,1000,1000
428,115,21,135,a1,16,32768,1000,1000
429,115,18,135,a1,4,16384,1000,1000
430,115,19,135,a1,2,4096,1000,1000
431,115,20,135,a1,4,8192,1000,1000
432,115,18,135,a1,8,16384,1000,1000
433,115,25,135,a1,16,32768,1000,1000
434,116,26,136,a1,4,16384,1000,1000
435,117,20,137,a1,2,4096,1000,1000
436,117,15,137,a1,4,8192,1000,1000
437,117,22,137,a1,8,16384,1000,1000
438,117,20,137,a1,16,32768,1000,1000
439,117,19,137,a1,4,16384,1000,1000
440,117,17,137,a1,2,4096,1000,1000
441,117,24,137,a1,4,8192,1000,1000
442,117,23,137,a1,8,16384,1000,1000
443,117,16,137,a1,16,32768,1000,1000
444,117,17,137,a1,4,16384,1000,1000
445,117,19,137,a1,2,4096,1000,1000
446,117,22,137,a1,4,8192,1000,1000
447,118,19,138,a1,8,16384,1000,1000
448,119,24,139,a1,16,32768,1000,1000
449,119,22,139,a1,4,16384,1000,1000
450,119,21,139,a1,2,4096,1000,1000
451,119,20,139,a1,4,8192,1000,1000
452,119,22,139,a1,8,16384,1000,1000
453,119,22,139,a1,16,32768,1000,1000
454,119,20,139,a1,4,16384,1000,1000
455,119,19,139,a1,2,4096,1000,1000
456,119,18,139,a1,4,8192,1000,1000
457,119,16,139,a1,8,16384,1000,1000
458,119,26,139,a1,16,32768,1000,1000
459,119,22,139,a1,4,16384,1000,1000
460,119,22,139,a1,2,4096,1000,1000
461,119,24,139,a1,4,8192,1000,1000
462,119,22,139,a1,8,16384,1000,1000
463,119,22,139,a1,16,32768,1000,1000
464,119,22,139,a1,4,16384,1000,1000
465,119,17,139,a1,2,4096,1000,1000
466,119,18,139,a1,4,8192,1000,1000
467,119,25,139,a1,8,16384,1000,1000
468,119,18,139,a1,16,32768,1000,1000
469,119,16,139,a1,4,16384,1000,1000
470,119,20,139,a1,2,4096,1000,1000
471,119,22,139,a1,4,8192,1000,1000
472,119,15,139,a1,8,16384,1000,1000
473,119,25,139,a1,16,32768,1000,1000
474,119,22,139,a1,4,16384,1000,1000
475,120,20,140,a1,2,4096,1000,1000
476,120,20,140,a1,4,8192,1000,1000
477,120,22,140,a1,8,16384,1000,1000
478,120,16,140,a1,16,32768,1000,1000
479,120,21,140,a1,4,16384,1000,1000
480,120,19,140,a1,2,4096,1000,1000
481,120,19,140,a1,4,8192,1000,1000
482,120,19,140,a1,8,16384,1000,1000
483,120,17,140,a1,16,32768,1000,1000
484,120,23,140,a1,4,16384,1000,1000
485,120,20,140,a1,2,4096,1000,1000
486,121,16,141,a1,4,8192,1000,1000
487,121,20,141,a1,8,16384,1000,1000
488,121,20,141,a1,16,32768,1000,1000
489,121,18,141,a1,4,16384,1000,1000
490,122,18,142,a1,2,4096,1000,1000
491,122,19,142,a1,4,8192,1000,1000
492,122,21,142,a1,8,16384,1000,1000
493,122,21,142,a1,16,32768,1000,1000
494,122,23,142,a1,4,16384,1000,1000
495,122,16,142,a1,2,4096,1000,1000
496,122,25,142,a1,4,8192,1000,1000
497,122,19,142,a1,8,16384,1000,1000
498,122,20,142,a1,16,32768,1000,1000
499,122,23,142,a1,4,16384,1000,1000
500,122,22,142,a1,2,4096,1000,1000
501,122,22,142,a1,4,8192,1000,1000
502,122,19,142,a1,8,16384,1000,1000
503,122,21,142,a1,16,32768,1000,1000
504,122,16,142,a1,4,16384,1000,1000
505,122,24,142,a1,2,4096,1000,1000
506,122,23,142,a1,4,8192,1000,1000
507,122,21,142,a1,8,16384,1000,1000
508,123,18,143,a1,16,32768,1000,1000
509,123,20,143,a1,4,16384,1000,1000
510,123,22,143,a1,2,4096,1000,1000
511,123,12,143,a1,4,8192,1000,1000
512,123,19,143,a1,8,16384,1000,1000
513,123,21,143,a1,16,32768,1000,1000
514,123,18,143,a1,4,16384,1000,1000
515,123,20,143,a1,2,4096,1000,1000
516,124,26,144,a1,4,8192,1000,1000
517,124,23,144,a1,8,16384,1000,1000
518,124,19,144,a1,16,32768,1000,1000
519,124,22,144,a1,4,16384,1000,1000
520,124,13,144,a1,2,4096,1000,1000
521,125,23,145,a1,4,8192,1000,1000
522,126,16,146,a1,8,16384,1000,1000
523,126,22,146,a1,16,32768,1000,1000
524,126,20,146,a1,4,16384,1000,1000
525,126,19,146,a1,2,4096,1000,1000
526,126,23,146,a1,4,8192,1000,1000
527,126,22,146,a1,8,16384,1000,1000
528,126,17,146,a1,16,32768,1000,1000
529,126,17,146,a1,4,16384,1000,1000
530,126,16,146,a1,2,4096,1000,1000
531,126,20,146,a1,4,8192,1000,1000
532,126,20,146,a1,8,16384,1000,1000
533,126,15,146,a1,16,32768,1000,1000
534,126,19,146,a1,4,16384,1000,1000
535,126,23,146,a1,2,4096,1000,1000
536,126,16,146,a1,4,8192,1000,1000
537,126,18,146,a1,8,16384,1000,1000
538,126,18,146,a1,16,32768,1000,1000
539,126,20,146,a1,4,16384,1000,1000
540,126,16,146,a1,2,4096,1000,1000
541,126,19,146,a1,4,8192,1000,1000
542,127,22,147,a1,8,16384,1000,1000
543,128,14,148,a1,16,32768,1000,1000
544,129,23,149,a1,4,16384,1000,1000
545,129,20,149,a1,2,4096,1000,1000
546,129,22,149,a1,4,8192,1000,1000
547,129,17,149,a1,8,16384,1000,1000
548,129,19,149,a1,16,32768,1000,1000
549,129,23,149,a1,4,16384,1000,1000
550,129,25,149,a1,2,4096,1000,1000
551,129,17,149,a1,4,8192,1000,1000
552,129,22,149,a1,8,16384,1000,1000
553,129,19,149,a1,16,32768,1000,1000
554,129,22,149,a1,4,16384,1000,1000
555,130,19,150,a1,2,4096,1000,1000
556,130,20,150,a1,4,8192,1000,1000
557,130,19,150,a1,8,16384,1000,1000
558,130,18,150,a1,16,32768,1000,1000
559,130,14,150,a1,4,16384,1000,1000
560,130,24,150,a1,2,4096,1000,1000
561,130,17,150,a1,4,8192,1000,1000
562,130,22,150,a1,8,16384,1000,1000
563,130,18,150,a1,16,32768,1000,1000
564,130,18,150,a1,4,16384,1000,1000
565,130,19,150,a1,2,4096,1000,1000
566,130,19,150,a1,4,8192,1000,1000
567,130,18,150,a1,8,16384,1000,1000
568,130,19,150,a1,16,32768,1000,1000
569,130,19,150,a1,4,16384,1000,1000
570,130,19,150,a1,2,4096,1000,1000
571,131,16,151,a1,4,8192,1000,1000
572,132,17,152,a1,8,16384,1000,1000
573,133,21,153,a1,16,32768,1000,1000
574,134,19,154,a1,4,16384,1000,1000
575,134,17,154,a1,2,4096,1000,1000
576,134,21,154,a1,4,8192,1000,1000
577,134,21,154,a1,8,16384,1000,1000
578,135,24,155,a1,16,32768,1000,1000
579,136,18,156,a1,4,16384,1000,1000
580,136,23,156,a1,2,4096,1000,1000
581,136,16,156,a1,4,8192,1000,1000
582,136,23,156,a1,8,16384,1000,1000
583,136,19,156,a1,16,32768,1000,1000
584,136,22,156,a1,4,16384,1000,1000
585,136,15,156,a1,2,4096,1000,1000
586,136,22,156,a1,4,8192,1000,1000
587,136,19,156,a1,8,16384,1000,1000
588,136,20,156,a1,16,32768,1000,1000
589,136,17,156,a1,4,16384,1000,1000
590,136,25,156,a1,2,4096,1000,1000
591,136,22,156,a1,4,8192,1000,1000
592,136,22,156,a1,8,16384,1000,1000
593,137,16,157,a1,16,32768,1000,1000
594,138,20,158,a1,4,16384,1000,1000
595,138,16,158,a1,2,4096,1000,1000
596,138,17,158,a1,4,8192,1000,1000
597,138,18,158,a1,8,16384,1000,1000
598,138,21,158,a1,16,32768,1000,1000
599,138,22,158,a1,4,16384,1000,1000
600,138,13,158,a1,2,4096,1000,1000
601,138,18,158,a1,4,8192,1000,1000
602,138,23,158,a1,8,16384,1000,1000
603,138,19,158,a1,16,32768,1000,1000
604,138,18,158,a1,4,16384,1000,1000
605,138,26,158,a1,2,4096,1000,1000
606,138,22,158,a1,4,8192,1000,1000
607,139,19,159,a1,8,16384,1000,1000
608,139,19,159,a1,16,32768,1000,1000
609,139,18,159,a1,4,16384,1000,1000
610,140,24,160,a1,2,4096,1000,1000
611,140,22,160,a1,4,8192,1000,1000
612,141,22,161,a1,8,16384,1000,1000
613,142,15,162,a1,16,32768,1000,1000
614,142,21,162,a1,4,16384,1000,1000
615,143,23,163,a1,2,4096,1000,1000
616,144,23,164,a1,4,8192,1000,1000
617,145,21,165,a1,8,16384,1000,1000
618,145,17,165,a1,16,32768,1000,1000
619,145,20,165,a1,4,16384,1000,1000
620,145,18,165,a1,2,4096,1000,1000
621,145,20,165,a1,4,8192,1000,1000
622,145,19,165,a1,8,16384,1000,1000
623,145,20,165,a1,16,32768,1000,1000
624,145,25,165,a1,4,16384,1000,1000
625,145,18,165,a1,2,4096,1000,1000
626,146,23,166,a1,4,8192,1000,1000
627,146,26,166,a1,8,16384,1000,1000
628,147,17,167,a1,16,32768,1000,1000
629,147,18,167,a1,4,16384,1000,1000
630,147,20,167,a1,2,4096,1000,1000
631,147,18,167,a1,4,8192,1000,1000
