Interval,Power_Consumption,CPU_Utilization,Ram_Utilization,Inactivevmids,CPU_Imbalance,Ram_Imbalance
22,1317.96875,"[0.03125, 0.0, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.0, 0.1875, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0, 0.125, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[17],1.4390407404435899,1.3830427265145642
23,1396.71875,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.0, 0.1875, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0, 0.125, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[18],1.3061472969177996,1.264832004655164
24,1555.46875,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.0, 0.1875, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0, 0.125, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[18],1.3061472969177996,1.264832004655164
25,1436.40625,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.0, 0.1875, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0, 0.125, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[18],1.3061472969177996,1.264832004655164
26,1416.640625,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.0, 0.1875, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0, 0.125, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[18],1.3061472969177996,1.264832004655164
27,1436.40625,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.0, 0.1875, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0, 0.125, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[18],1.3061472969177996,1.264832004655164
28,1475.46875,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.1875, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.125, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[19],1.189910177123434,1.1593687085949558
29,1634.84375,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.1875, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.125, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[19],1.189910177123434,1.1593687085949558
30,1514.84375,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[20],1.2127322556360633,1.2374819087304656
31,1534.765625,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[20],1.2127322556360633,1.2374819087304656
32,1554.53125,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[20],1.2127322556360633,1.2374819087304656
33,1593.59375,"[0.03125, 0.25, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.125, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0078125, 0.0]",[21],1.2142016777643303,1.215523508017506
34,1751.09375,"[0.03125, 0.25, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.125, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[22],1.1092251522998557,1.1035656495456638
35,1790.9375,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[20],1.1142713995346087,1.1240239108071126
36,1692.03125,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[20],1.1142713995346087,1.1240239108071126
37,1712.03125,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[20],1.1142713995346087,1.1240239108071126
38,1751.09375,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[20],1.1142713995346087,1.1240239108071126
39,1831.09375,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[20],1.1142713995346087,1.1240239108071126
40,1711.71875,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0625, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0625, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[22],1.0561695850654238,1.039574088612392
41,1731.5625,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0625, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0625, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[22],1.0561695850654238,1.039574088612392
42,1751.5625,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0625, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0625, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[22],1.0561695850654238,1.039574088612392
43,1790.46875,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.0, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0625, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0625, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[22],1.0561695850654238,1.039574088612392
44,1870.46875,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.125, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0625, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0625, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0625, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[23],0.9692223687059641,0.9608383696203524
45,1909.84375,"[0.03125, 0.1875, 0.25, 0.046875, 0.125, 0.125, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0625, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.125, 0.15625, 0.046875, 0.0625, 0.0625, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0625, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[24],0.9601769562285898,0.9469404693355773
46,1929.765625,"[0.03125, 0.1875, 0.25, 0.046875, 0.125, 0.125, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0625, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.125, 0.15625, 0.046875, 0.0625, 0.0625, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0625, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[24],0.9601769562285898,0.9469404693355773
47,1949.53125,"[0.03125, 0.1875, 0.25, 0.046875, 0.125, 0.125, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.0625, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.125, 0.15625, 0.046875, 0.0625, 0.0625, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.0625, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[24],0.9601769562285898,0.9469404693355773
48,1988.59375,"[0.03125, 0.1875, 0.25, 0.046875, 0.125, 0.125, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.1875, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.125, 0.15625, 0.046875, 0.0625, 0.0625, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.125, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[25],0.9204608204063539,0.9306324408893626
49,2147.34375,"[0.03125, 0.1875, 0.25, 0.046875, 0.125, 0.125, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.15625, 0.03125, 0.0, 0.1875, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.125, 0.15625, 0.046875, 0.0625, 0.0625, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.078125, 0.03125, 0.0, 0.125, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[25],0.9204608204063539,0.9306324408893626
50,2028.28125,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.125, 0.0, 0.125, 0.25, 0.25, 0.03125, 0.078125, 0.1875, 0.03125, 0.0, 0.1875, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0625, 0.0, 0.0625, 0.1875, 0.125, 0.03125, 0.0390625, 0.109375, 0.03125, 0.0, 0.125, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[23],0.9278498530442514,0.9390404011542849
51,2008.59375,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.125, 0.0, 0.125, 0.25, 0.28125, 0.03125, 0.078125, 0.1875, 0.03125, 0.0, 0.1875, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0625, 0.0, 0.0625, 0.1875, 0.140625, 0.03125, 0.0390625, 0.109375, 0.03125, 0.0, 0.125, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[26],0.9397083807231482,0.9434150768966744
52,2048.28125,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.125, 0.0, 0.125, 0.25, 0.28125, 0.03125, 0.078125, 0.1875, 0.03125, 0.0, 0.1875, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0625, 0.0, 0.0625, 0.1875, 0.140625, 0.03125, 0.0390625, 0.109375, 0.03125, 0.0, 0.125, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[26],0.9397083807231482,0.9434150768966744
53,2087.34375,"[0.03125, 0.125, 0.25, 0.046875, 0.125, 0.125, 0.0, 0.125, 0.25, 0.28125, 0.03125, 0.078125, 0.1875, 0.03125, 0.0, 0.1875, 0.25, 0.0, 0.0, 0.015625, 0.0]","[0.015625, 0.0625, 0.15625, 0.046875, 0.0625, 0.0625, 0.0, 0.0625, 0.1875, 0.140625, 0.03125, 0.0390625, 0.109375, 0.03125, 0.0, 0.125, 0.125, 0.0, 0.0, 0.0078125, 0.0]",[26],0.9397083807231482,0.9434150768966744
