Interval,Power_Consumption,CPU_Utilization,Ram_Utilization,Inactivevmids,CPU_Imbalance,Ram_Imbalance
11,764.53125,"[0.0, 0.0, 0.0, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.0, 0.03125, 0.0, 0.0, 0.0625, 0.0625, 0.125, 0.078125, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.0, 0.03125, 0.0, 0.0, 0.0625, 0.0625, 0.0625, 0.078125, 0.0, 0.0, 0.0]","[10, 11]",1.4501231474799452,1.3562026818605375
12,823.59375,"[0.0, 0.0, 0.0, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.0, 0.03125, 0.0, 0.0, 0.0625, 0.125, 0.125, 0.078125, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.0, 0.03125, 0.0, 0.0, 0.0625, 0.125, 0.0625, 0.078125, 0.0, 0.0, 0.0]","[11, 12]",1.4702842242904053,1.469082409192895
13,902.34375,"[0.0, 0.0, 0.03125, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.0, 0.03125, 0.0, 0.0, 0.0625, 0.125, 0.125, 0.0625, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.015625, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.0, 0.03125, 0.0, 0.0, 0.0625, 0.125, 0.0625, 0.0625, 0.0, 0.0, 0.0]",[5],1.392838827718412,1.4121404409618754
14,823.59375,"[0.0, 0.0, 0.03125, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.0, 0.03125, 0.0, 0.0, 0.0625, 0.125, 0.125, 0.0625, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.015625, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.0, 0.03125, 0.0, 0.0, 0.0625, 0.125, 0.0625, 0.0625, 0.0, 0.0, 0.0]","[5, 11, 13]",1.392838827718412,1.4121404409618754
15,1062.03125,"[0.0, 0.0, 0.03125, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.140625, 0.03125, 0.0, 0.0, 0.0625, 0.125, 0.125, 0.0625, 0.0, 0.0, 0.03125]","[0.0, 0.0, 0.015625, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.140625, 0.03125, 0.0, 0.0, 0.0625, 0.125, 0.0625, 0.0625, 0.0, 0.0, 0.03125]","[14, 15]",1.222624099460384,1.2741979099351373
16,1121.640625,"[0.0, 0.0, 0.03125, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.125, 0.125, 0.0625, 0.03125, 0.0, 0.03125]","[0.0, 0.0, 0.015625, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.125, 0.0625, 0.0625, 0.015625, 0.0, 0.03125]","[16, 17]",1.1394206096544428,1.2095232935548665
17,1436.640625,"[0.0, 0.0, 0.03125, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.375, 0.125, 0.0625, 0.03125, 0.0, 0.03125]","[0.0, 0.0, 0.015625, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.25, 0.0625, 0.0625, 0.015625, 0.0, 0.03125]",[17],1.6086819982012877,1.4941154414505435
18,1438.515625,"[0.0, 0.0, 0.03125, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.375, 0.125, 0.0625, 0.03125, 0.0, 0.03125]","[0.0, 0.0, 0.015625, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.25, 0.0625, 0.0625, 0.015625, 0.0, 0.03125]","[17, 18]",1.6086819982012877,1.4941154414505435
19,1358.671875,"[0.0, 0.0, 0.03125, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.375, 0.125, 0.0625, 0.03125, 0.03125, 0.046875]","[0.0, 0.0, 0.015625, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.25, 0.0625, 0.0625, 0.015625, 0.015625, 0.0625]",[19],1.527426628233689,1.4074828720315176
20,1516.171875,"[0.0, 0.0, 0.28125, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.375, 0.125, 0.0625, 0.03125, 0.03125, 0.046875]","[0.0, 0.0, 0.140625, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.25, 0.0625, 0.0625, 0.015625, 0.015625, 0.0625]",[20],1.4473425112006235,1.3014773865445284
21,1555.859375,"[0.0, 0.0, 0.28125, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.375, 0.125, 0.0625, 0.03125, 0.0625, 0.046875]","[0.0, 0.0, 0.140625, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.25, 0.0625, 0.0625, 0.015625, 0.03125, 0.0625]",[21],1.410777564532849,1.2751879079056239
22,1595.546875,"[0.0, 0.0, 0.28125, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.09375, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.375, 0.125, 0.0625, 0.03125, 0.0625, 0.046875]","[0.0, 0.0, 0.140625, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.046875, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.25, 0.0625, 0.0625, 0.015625, 0.03125, 0.0625]","[21, 22]",1.410777564532849,1.2751879079056239
23,1872.734375,"[0.0, 0.0, 0.28125, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.34375, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.375, 0.125, 0.0625, 0.03125, 0.0625, 0.046875]","[0.0, 0.0, 0.140625, 0.0, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.171875, 0.140625, 0.03125, 0.0, 0.0078125, 0.0625, 0.25, 0.0625, 0.0625, 0.015625, 0.03125, 0.0625]","[22, 23]",1.4102336133225162,1.2353108376583388
24,1812.578125,"[0.0, 0.0, 0.28125, 0.015625, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.34375, 0.203125, 0.03125, 0.0, 0.0078125, 0.0625, 0.375, 0.125, 0.0625, 0.03125, 0.0625, 0.046875]","[0.0, 0.0, 0.140625, 0.015625, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.171875, 0.203125, 0.03125, 0.0, 0.0078125, 0.0625, 0.25, 0.0625, 0.0625, 0.015625, 0.03125, 0.0625]","[24, 25]",1.370056068443287,1.2335915770546704
25,2011.640625,"[0.0, 0.0, 0.28125, 0.015625, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.34375, 0.203125, 0.03125, 0.0, 0.0078125, 0.0625, 0.375, 0.125, 0.0625, 0.03125, 0.0625, 0.046875]","[0.0, 0.0, 0.140625, 0.015625, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.171875, 0.203125, 0.03125, 0.0, 0.0078125, 0.0625, 0.25, 0.0625, 0.0625, 0.015625, 0.03125, 0.0625]","[24, 25]",1.370056068443287,1.2335915770546704
26,1891.640625,"[0.0, 0.0, 0.28125, 0.015625, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.34375, 0.203125, 0.03125, 0.0, 0.0078125, 0.0625, 0.375, 0.1875, 0.0625, 0.03125, 0.09375, 0.046875]","[0.0, 0.0, 0.140625, 0.015625, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.171875, 0.203125, 0.03125, 0.0, 0.0078125, 0.0625, 0.25, 0.09375, 0.0625, 0.015625, 0.0625, 0.0625]",[26],1.3201643312390245,1.1753550934800538
27,1931.328125,"[0.0, 0.0, 0.28125, 0.015625, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.34375, 0.203125, 0.03125, 0.03125, 0.0078125, 0.0625, 0.375, 0.1875, 0.0625, 0.03125, 0.09375, 0.046875]","[0.0, 0.0, 0.140625, 0.015625, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.171875, 0.203125, 0.03125, 0.015625, 0.0078125, 0.0625, 0.25, 0.09375, 0.0625, 0.015625, 0.0625, 0.0625]",[27],1.2875069166136837,1.1520254052907262
28,1970.703125,"[0.0, 0.0, 0.34375, 0.015625, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.34375, 0.203125, 0.03125, 0.03125, 0.0078125, 0.0625, 0.375, 0.1875, 0.0625, 0.03125, 0.09375, 0.046875]","[0.0, 0.0, 0.203125, 0.015625, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.171875, 0.203125, 0.03125, 0.015625, 0.0078125, 0.0625, 0.25, 0.09375, 0.0625, 0.015625, 0.0625, 0.0625]",[28],1.3071344117714705,1.1678589599930431
29,2010.390625,"[0.0, 0.0, 0.34375, 0.046875, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.34375, 0.203125, 0.03125, 0.03125, 0.0078125, 0.0625, 0.375, 0.1875, 0.0625, 0.03125, 0.09375, 0.046875]","[0.0, 0.0, 0.203125, 0.046875, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.171875, 0.203125, 0.03125, 0.015625, 0.0078125, 0.0625, 0.25, 0.09375, 0.0625, 0.015625, 0.0625, 0.0625]","[29, 30, 31]",1.2781333510621695,1.1312421915359843
30,2485.390625,"[0.0, 0.0, 0.34375, 0.046875, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.34375, 0.203125, 0.03125, 0.03125, 0.0078125, 0.0625, 0.375, 0.1875, 0.1875, 0.03125, 0.09375, 0.046875]","[0.0, 0.0, 0.203125, 0.046875, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.171875, 0.203125, 0.03125, 0.015625, 0.0078125, 0.0625, 0.25, 0.09375, 0.1875, 0.015625, 0.0625, 0.0625]",[29],1.2158390226051516,1.0982011654916624
31,2208.828125,"[0.0, 0.0, 0.34375, 0.046875, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.34375, 0.203125, 0.03125, 0.03125, 0.0078125, 0.0625, 0.375, 0.1875, 0.1875, 0.0625, 0.09375, 0.046875]","[0.0, 0.0, 0.203125, 0.046875, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.171875, 0.203125, 0.03125, 0.015625, 0.0078125, 0.0625, 0.25, 0.09375, 0.1875, 0.03125, 0.0625, 0.0625]","[30, 32]",1.191373430655178,1.0805798720874604
32,2268.203125,"[0.0, 0.0, 0.34375, 0.046875, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.34375, 0.203125, 0.03125, 0.03125, 0.0078125, 0.0625, 0.375, 0.1875, 0.1875, 0.0625, 0.125, 0.046875]","[0.0, 0.0, 0.203125, 0.046875, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.171875, 0.203125, 0.03125, 0.015625, 0.0078125, 0.0625, 0.25, 0.09375, 0.1875, 0.03125, 0.09375, 0.0625]",[32],1.1749900650186629,1.060099054238734
33,2288.359375,"[0.0, 0.0, 0.34375, 0.046875, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.34375, 0.203125, 0.03125, 0.03125, 0.0234375, 0.0625, 0.375, 0.1875, 0.1875, 0.0625, 0.125, 0.046875]","[0.0, 0.0, 0.203125, 0.046875, 0.03125, 0.0, 0.0625, 0.0, 0.0, 0.171875, 0.203125, 0.03125, 0.015625, 0.0390625, 0.0625, 0.25, 0.09375, 0.1875, 0.03125, 0.09375, 0.0625]","[33, 34]",1.1612658447952617,1.0262397367487517
34,2328.125,"[0.0, 0.0, 0.34375, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.34375, 0.203125, 0.03125, 0.046875, 0.0234375, 0.0625, 0.375, 0.1875, 0.1875, 0.0625, 0.125, 0.046875]","[0.0, 0.0, 0.203125, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.171875, 0.203125, 0.03125, 0.0234375, 0.0390625, 0.0625, 0.25, 0.09375, 0.1875, 0.03125, 0.09375, 0.0625]",[35],1.1438500151430941,1.0120746328521526
35,2347.96875,"[0.0, 0.0, 0.34375, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.34375, 0.21875, 0.03125, 0.046875, 0.0234375, 0.0625, 0.375, 0.1875, 0.1875, 0.0625, 0.125, 0.046875]","[0.0, 0.0, 0.203125, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.171875, 0.21875, 0.03125, 0.0234375, 0.0390625, 0.0625, 0.25, 0.09375, 0.1875, 0.03125, 0.09375, 0.0625]",[36],1.1420531943466417,1.018968731847318
36,2426.71875,"[0.0, 0.0, 0.34375, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.46875, 0.21875, 0.03125, 0.046875, 0.0234375, 0.0625, 0.375, 0.1875, 0.1875, 0.0625, 0.125, 0.046875]","[0.0, 0.0, 0.203125, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.234375, 0.21875, 0.03125, 0.0234375, 0.0390625, 0.0625, 0.25, 0.09375, 0.1875, 0.03125, 0.09375, 0.0625]",[37],1.2070558891962127,1.0384703982216796
37,2466.09375,"[0.0, 0.0, 0.28125, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.46875, 0.21875, 0.03125, 0.046875, 0.0234375, 0.0625, 0.4375, 0.1875, 0.1875, 0.0625, 0.125, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.234375, 0.21875, 0.03125, 0.0234375, 0.0390625, 0.0625, 0.28125, 0.09375, 0.1875, 0.03125, 0.09375, 0.0625]","[27, 38]",1.2257190868434165,1.0584117320461432
38,2664.21875,"[0.0, 0.0, 0.28125, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.34375, 0.21875, 0.15625, 0.046875, 0.0234375, 0.0625, 0.4375, 0.1875, 0.1875, 0.0625, 0.125, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.171875, 0.21875, 0.09375, 0.0234375, 0.0390625, 0.0625, 0.28125, 0.09375, 0.1875, 0.03125, 0.09375, 0.0625]",[27],1.0953073595079428,0.9921639931367044
39,2526.5625,"[0.0, 0.0, 0.28125, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.34375, 0.21875, 0.15625, 0.046875, 0.0234375, 0.0625, 0.4375, 0.1875, 0.1875, 0.0625, 0.125, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.171875, 0.21875, 0.09375, 0.0234375, 0.0390625, 0.0625, 0.28125, 0.09375, 0.1875, 0.03125, 0.09375, 0.0625]",[27],1.0953073595079428,0.9921639931367044
40,2586.09375,"[0.0, 0.0, 0.28125, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.4375, 0.1875, 0.1875, 0.0625, 0.125, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.28125, 0.09375, 0.1875, 0.03125, 0.09375, 0.0625]","[36, 39]",1.0827305867650532,0.9808771915484354
41,2705.15625,"[0.0, 0.0, 0.28125, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.4375, 0.1875, 0.1875, 0.0625, 0.125, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.28125, 0.09375, 0.1875, 0.03125, 0.09375, 0.0625]","[36, 39]",1.0827305867650532,0.9808771915484354
42,2625.78125,"[0.0, 0.0, 0.28125, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.4375, 0.1875, 0.1875, 0.078125, 0.140625, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.28125, 0.09375, 0.1875, 0.0390625, 0.1015625, 0.0625]",[40],1.0673959092366574,0.9701965797198697
43,2783.28125,"[0.0, 0.0, 0.28125, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.4375, 0.1875, 0.1875, 0.078125, 0.140625, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.28125, 0.09375, 0.1875, 0.0390625, 0.1015625, 0.0625]",[40],1.0673959092366574,0.9701965797198697
44,2645.703125,"[0.0, 0.0, 0.28125, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.4375, 0.1875, 0.1875, 0.078125, 0.140625, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.03125, 0.0, 0.0703125, 0.0, 0.0, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.28125, 0.09375, 0.1875, 0.0390625, 0.1015625, 0.0625]","[40, 41]",1.0673959092366574,0.9701965797198697
45,2705.15625,"[0.0, 0.0, 0.28125, 0.046875, 0.0625, 0.0, 0.0703125, 0.0, 0.0, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.4375, 0.1875, 0.1875, 0.109375, 0.140625, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.046875, 0.0, 0.0703125, 0.0, 0.0, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.28125, 0.09375, 0.1875, 0.0703125, 0.1015625, 0.0625]","[42, 43]",1.0309958364886869,0.9329078833324373
46,2903.59375,"[0.0, 0.0, 0.28125, 0.046875, 0.09375, 0.0, 0.0703125, 0.0, 0.0, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.4375, 0.1875, 0.1875, 0.109375, 0.140625, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.0625, 0.0, 0.0703125, 0.0, 0.0, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.28125, 0.09375, 0.1875, 0.0703125, 0.1015625, 0.0625]","[43, 44, 45]",1.0140120126846404,0.9213195046397475
47,3020.78125,"[0.0, 0.0, 0.28125, 0.046875, 0.09375, 0.0, 0.0703125, 0.125, 0.0, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.6875, 0.1875, 0.1875, 0.109375, 0.140625, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.0625, 0.0, 0.0703125, 0.0625, 0.0, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.40625, 0.09375, 0.1875, 0.0703125, 0.1015625, 0.0625]",[43],1.132358250811621,1.004080319229047
48,3020.78125,"[0.0, 0.0, 0.28125, 0.046875, 0.09375, 0.0, 0.0703125, 0.125, 0.0, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.6875, 0.1875, 0.1875, 0.109375, 0.140625, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.0625, 0.0, 0.0703125, 0.0625, 0.0, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.40625, 0.09375, 0.1875, 0.0703125, 0.1015625, 0.0625]","[43, 46, 47]",1.132358250811621,1.004080319229047
49,3080.3125,"[0.0, 0.0, 0.28125, 0.046875, 0.09375, 0.0, 0.0859375, 0.125, 0.03125, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.6875, 0.1875, 0.1875, 0.078125, 0.140625, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.0625, 0.0, 0.1015625, 0.0625, 0.015625, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.40625, 0.09375, 0.1875, 0.0546875, 0.1015625, 0.0625]",[29],1.118789947635516,0.9822750714314035
50,3080.625,"[0.0, 0.0, 0.28125, 0.046875, 0.09375, 0.0, 0.0859375, 0.125, 0.03125, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.6875, 0.1875, 0.1875, 0.078125, 0.140625, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.0625, 0.0, 0.1015625, 0.0625, 0.015625, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.40625, 0.09375, 0.1875, 0.0546875, 0.1015625, 0.0625]",[29],1.118789947635516,0.9822750714314035
51,3020.625,"[0.0, 0.0, 0.28125, 0.046875, 0.09375, 0.0, 0.0859375, 0.125, 0.0625, 0.34375, 0.21875, 0.21875, 0.046875, 0.0234375, 0.0625, 0.6875, 0.1875, 0.1875, 0.078125, 0.140625, 0.046875]","[0.0, 0.0, 0.140625, 0.046875, 0.0625, 0.0, 0.1015625, 0.0625, 0.03125, 0.171875, 0.21875, 0.125, 0.0234375, 0.0390625, 0.0625, 0.40625, 0.09375, 0.1875, 0.0546875, 0.1015625, 0.0625]",[46],1.100530500909183,0.9685242463078942
